name,address,website,phone_number,reviews_count,reviews_average,latitude,longitude,keyword,searched_zipcode
Blockchain Basketball Training,"
1521 Boyd Pointe Wy Unit 2509, Vienna, VA 22182","
site123.me","
(703) 989-7867",,,38.9365406,-77.5753274,basketball classes for kids,22202
Next Level Basketball Training,"
8305 Merrifield Ave Suite F, Fairfax, VA 22031","
nxtlevelbball.com","
(703) 313-1201",,,38.9365406,-77.5753274,basketball classes for kids,22202
Barcroft Community Center,"
4200 S Four Mile Run Dr, Arlington, VA 22206","
arlingtonva.us","
(703) 228-0701",,,38.9365406,-77.5753274,basketball classes for kids,22202
24/7 Basketball,"
14112 Newbrook Dr, Chantilly, VA 20151",,,,,38.873111,-78.0091736,basketball classes for kids,22202
Virginia Highlands Park Basketball Courts,"
1600 S Hayes St, Arlington, VA 22202","
arlingtonva.us","
(703) 228-6525",,,38.8584318,-77.6372282,basketball classes for kids,22202
Walter Reed CC Basketball Court,"
2909 16th St S, Arlington, VA 22206","
arlingtonva.us","
(703) 228-0935",,,38.8584318,-77.6372282,basketball classes for kids,22202
Fort Myer Basketball Courts,"
Arlington, VA 22204",,,,,38.8584318,-77.6372282,basketball classes for kids,22202
Rocky Run Park,"
1109 N Barton St, Arlington, VA 22201","
arlingtonva.us","
(703) 228-6525",,,38.8584318,-77.6372282,basketball classes for kids,22202
Stratford Park Basketball Court,"
Arlington, VA 22207","
arlingtonva.us",,,,38.8584318,-77.6372282,basketball classes for kids,22202
You Reach I Teach Basketball Academy,"
16778 Oakmont Ave, Gaithersburg, MD 20877","
youreachiteach.com","
(202) 415-4881",,,38.8584318,-77.6372282,basketball classes for kids,22202
Fort Scott Park,"
2800 Fort Scott Dr, Arlington, VA 22202","
arlingtonva.us","
(703) 228-6525",,,38.8584318,-77.6372282,basketball classes for kids,22202
Arlington YMCA Tennis & Squash Center,"
3400 13th St N, Arlington, VA 22201","
ymcadc.org","
(703) 522-1700",,,38.8584318,-77.6372282,basketball classes for kids,22202
B5 Sports Center,"
44710 Cape Ct # 102, Ashburn, VA 20147","
b5basketball.com","
(703) 727-3587",,,39.0186509,-78.0305633,basketball classes for kids,22202
Gillion Academy School,"
7965 Twist Ln, Springfield, VA 22153","
thegillionacademy.org","
(202) 365-8328",,,39.0186509,-78.0305633,basketball classes for kids,22202
Virginia Highlands Park,"
1600 S Hayes St, Arlington, VA 22202","
arlingtonva.us","
(703) 228-6525",,,38.8596527,-77.6380952,basketball classes for kids,22202
Gunston Park,"
1401 28th St S, Arlington, VA 22206","
arlingtonva.us","
(703) 228-6525",,,38.8596527,-77.6380952,basketball classes for kids,22202
Henderson Hall Smith Gym,"
27 Southgate Rd, Arlington, VA 22214","
hendersonhall.usmc-mccs.org","
(703) 614-7214",,,38.8596527,-77.6380952,basketball classes for kids,22202
Jennie Dean Park,"
27 Southgate Rd, Arlington, VA 22214","
hendersonhall.usmc-mccs.org","
(703) 614-7214",,,38.8596527,-77.6380952,basketball classes for kids,22202
Ultimate Basketball Training,"
7666E Fullerton Rd, Springfield, VA 22153","
ultimatebasketballtraining.com","
(703) 609-0932",,,38.8596527,-77.6380952,basketball classes for kids,22202
Leonard “Chick” Armstrong Recreation Center,"
7666E Fullerton Rd, Springfield, VA 22153","
ultimatebasketballtraining.com","
(703) 609-0932",,,38.8596527,-77.6380952,basketball classes for kids,22202
"Cross-Training Athletes into Believers, CTAB","
7666E Fullerton Rd, Springfield, VA 22153","
ultimatebasketballtraining.com","
(703) 609-0932",,,38.8596527,-77.6380952,basketball classes for kids,22202
One On One Basketball Inc,"
4818 Yuma St NW # 2, Washington, DC 20016","
1on1basketball.com","
(202) 431-9650",,,38.8596527,-77.6380952,basketball classes for kids,22202
Virginia Highlands Park Tennis Courts,"
Unnamed Road, Arlington, VA 22202",,,,,38.8596527,-77.6380952,basketball classes for kids,22202
Pat The Roc Basketball Skills Academy,"
8500 Anniversary Cir, Gaithersburg, MD 20877","
pattherocacademy.com","
(301) 338-8063",,,38.8596527,-77.6380952,basketball classes for kids,22202
Zitkala-Sa Park,"
3011 7th St N, Arlington, VA 22201","
arlingtonva.us","
(703) 228-6525",,,38.8596527,-77.6380952,basketball classes for kids,22202
Yates Field House,"
3901 Yates Rd NW, Washington, DC 20007","
recreation.georgetown.edu","
(202) 687-2400",,,38.8596527,-77.6380952,basketball classes for kids,22202
Towers Park,"
801 S Scott St, Arlington, VA 22204","
arlingtonva.us","
(703) 228-6525",,,38.8596527,-77.6380952,basketball classes for kids,22202
Hoops Plus,"
45496 Ruritan Circle, Sterling, VA 20164","
hoopsplus.net","
(703) 430-8489",,,39.0075594,-78.0053377,basketball classes for kids,22202
Alcova Heights Park,"
901 S George Mason Dr, Arlington, VA 22204","
arlingtonva.us","
(703) 228-6525",,,38.8612872,-77.6787726,basketball classes for kids,22202
ZogSports DC,"
21 Dupont Cir NW, Washington, DC 20036","
zogsports.com",,,,38.8612872,-77.6787726,basketball classes for kids,22202
Crystal City Workout Park,"
2451 Crystal Dr, Arlington, VA 22202",,,,,38.8612872,-77.6787726,basketball classes for kids,22202
Walter Reed Senior Center,"
2909 16th St S, Arlington, VA 22204","
parks.arlingtonva.us","
(703) 228-0955",,,38.8612872,-77.6787726,basketball classes for kids,22202
Life Time,"
1440 N Edgewood St, Arlington, VA 22201","
lifetime.life","
(703) 666-2900",,,38.8612872,-77.6787726,basketball classes for kids,22202
Pro Skills Basketball Washington DC,,"
proskillsbasketball.com","
(866) 966-3888",,,38.8612872,-77.6787726,basketball classes for kids,22202
Rocky Run Park Basketball Court,"
1109 N Barton St, Arlington, VA 22201",,,,,38.8612872,-77.6787726,basketball classes for kids,22202
Arlington County Parks & Recreation,"
2100 Clarendon Blvd UNIT 414, Arlington, VA 22201","
arlingtonva.us","
(703) 228-4747",,,38.8612872,-77.6787726,basketball classes for kids,22202
Angel Park Basketball Court,"
Alexandria, VA 22314",,,,,38.8612872,-77.6787726,basketball classes for kids,22202
Barcroft Park,"
4200 S Four Mile Run Dr, Arlington, VA 22206","
arlingtonva.us","
(703) 228-6525",,,38.8612872,-77.6787726,basketball classes for kids,22202
CP Basketball Academy,"
11810 Grand Park Ave # 500, North Bethesda, MD 20852","
cpbasketball.com","
(301) 807-0250",,,38.8612872,-77.6787726,basketball classes for kids,22202
"Equinox Sports Club Washington, D.C.","
1170 22nd St NW, Washington, DC 20037","
equinox.com","
(202) 974-6600",,,38.8612872,-77.6787726,basketball classes for kids,22202
MovementX — Physical Therapy in Arlington,"
2009 14th St N Suite 2, Arlington, VA 22201","
movement-x.com","
(703) 349-6464",,,38.8612872,-77.6787726,basketball classes for kids,22202
Champs Sports,"
1100 S Hayes St, Arlington, VA 22202","
stores.champssports.com","
(703) 415-3747",,,38.8612872,-77.6787726,basketball classes for kids,22202
King Greenleaf Recreation Center,"
201 N St SW, Washington, DC 20024","
dpr.dc.gov","
(202) 645-7454",,,38.8612872,-77.6787726,basketball classes for kids,22202
Arlington Youth Football Club,"
475 Long Bridge Drive, Arlington, VA 22202",,,,,38.8612872,-77.6787726,basketball classes for kids,22202
Department of Parks and Recreation - Athletic and Facility Services Division,"
300 N Park Dr, Arlington, VA 22203","
arlingtonva.us","
(703) 228-4747",,,38.8612872,-77.6787726,basketball classes for kids,22202
Basketball Courts,"
S 2nd St &, S Jackson St, Arlington, VA 22204",,,,,38.8612872,-77.6787726,basketball classes for kids,22202
Foot Locker,"
1100 South Hayes Street Space 0x01, Arlington, VA 22202","
stores.footlocker.com","
(703) 415-3668",,,38.8612872,-77.6787726,basketball classes for kids,22202
Fort Barnard Park,"
2101 S Pollard St, Arlington, VA 22204","
arlingtonva.us","
(703) 228-6525",,,38.8612872,-77.6787726,basketball classes for kids,22202
Evolution Basketball Training - Accotink,"
8519 Tuttle Rd, West Springfield, VA 22152","
evobball.com","
(703) 282-2222",,,38.8612872,-77.6787726,basketball classes for kids,22202
Bull Dawg Athletic Training and Physical Therapy,"
5001-A Langston Blvd. SUITE 102, Arlington, VA 22207","
bulldawgtraining.com","
(571) 970-6068",,,38.8612872,-77.6787726,basketball classes for kids,22202
JD Sports,"
1100 S Hayes St, Arlington, VA 22202","
jdsports.com","
(703) 413-1265",,,38.8612872,-77.6787726,basketball classes for kids,22202
Next Level Basketball Training,"
8305 Merrifield Ave Suite F, Fairfax, VA 22031","
nxtlevelbball.com","
(703) 313-1201",,,38.8612872,-77.6787726,basketball classes for kids,22202
Penrose Park,"
2200 6th St S, Arlington, VA 22204","
arlingtonva.us","
(703) 228-6525",,,38.8612872,-77.6787726,basketball classes for kids,22202
"EIE Sports, LLC","
429 Thorncliff Dr, Newport News, VA 23608","
eiesports.org","
(770) 855-7888",,,37.152093,-77.1261223,basketball classes for kids,22202
Barcroft Field,"
Arlington, VA 22206","
arlingtonva.us","
(703) 228-6525",,,38.8488665,-77.6780538,basketball classes for kids,22202
The Michael & Son Sportsplex at Dulles,"
Dulles Sportsplex, 21610 Atlantic Blvd, Sterling, VA 20166","
dullessportsplex.com","
(703) 430-9966",,,39.0164142,-78.0021918,basketball classes for kids,22202
DC Central Kitchen,"
2121 1st St SW Ste 140, Washington, DC 20024","
dccentralkitchen.org","
(202) 234-0707",,,38.8645081,-77.5896586,basketball classes for kids,22202
Foundation Basketball Academy,,,"
(571) 599-8180",,,38.8645081,-77.5896586,basketball classes for kids,22202
Potomac Yard Park,"
2501 Potomac Ave, Alexandria, VA 22301","
alexandriava.gov",,,,38.8645081,-77.5896586,basketball classes for kids,22202
Arlington County Youth Department,"
3308 S Stafford St, Arlington, VA 22206","
arlingtonva.us","
(703) 228-6404",,,38.8645081,-77.5896586,basketball classes for kids,22202
Marine Corps Exchange,"
26 Joint Base Myer, 1555 Southgate Rd, Arlington, VA 22214","
hendersonhall.usmc-mccs.org","
(703) 979-8420",,,38.8645081,-77.5896586,basketball classes for kids,22202
Public Basketball Court,"
Blue Park Basketball Half Court, 18 E Linden St, Alexandria, VA 22301",,,,,38.8645081,-77.5896586,basketball classes for kids,22202
Drew Park Playground & Sprayground,"
2310 S Kenmore St, Arlington, VA 22206","
parks.arlingtonva.us","
(703) 228-6525",,,38.8645081,-77.5896586,basketball classes for kids,22202
Kids Foot Locker,"
1100 S Hayes St, Arlington, VA 22202","
stores.kidsfootlocker.com","
(703) 415-2566",,,38.8645081,-77.5896586,basketball classes for kids,22202
Sport Proformance Basketball Training,,"
sportproformance.com","
(804) 901-2483",,,39.0581012,-78.0124586,basketball classes for kids,22202
Balance Gym Foggy Bottom,"
2401 M St NW, Washington, DC 20037","
balancegym.com","
(202) 457-5070",,,38.9057482,-77.6284551,basketball classes for kids,22202
Four Mile Run Park,"
3700 Commonwealth Ave, Alexandria, VA 22305","
alexandriava.gov",,,,38.9057482,-77.6284551,basketball classes for kids,22202
Arruda's Basketball Club,,"
arrudasbasketballclub.com","
(267) 907-2982",,,38.9057482,-77.6284551,basketball classes for kids,22202
Dudley's Sport and Ale,"
2766 S Arlington Mill Dr, Arlington, VA 22206","
dudleyssportandale.com","
(571) 312-2304",,,38.9057482,-77.6284551,basketball classes for kids,22202
Maury Park Tennis Courts,"
3550 Wilson Blvd, Arlington, VA 22201","
parks.arlingtonva.us","
(703) 228-6525",,,38.9057482,-77.6284551,basketball classes for kids,22202
"Veritas Collegiate Academy, National Landing Campus","
935 23rd St S, Arlington, VA 22202","
veritascollegiateacademydc.com","
(866) 564-4233",,,38.9057482,-77.6284551,basketball classes for kids,22202
Jr. Wizards Basketball Camps & Clinics,"
601 F St NW, Washington, DC 20004","
dcfamily.com","
(202) 292-1979",,,38.9048213,-77.6284585,basketball training for kids,22202
YMCA Alexandria,"
420 E Monroe Ave, Alexandria, VA 22301","
ymcadc.org","
(703) 838-8085",,,38.9048213,-77.6284585,basketball training for kids,22202
The Player Progression Academy (PPA),"
1342 Florida Ave NW, Washington, DC 20008","
ppateam.com",,,,38.9048213,-77.6284585,basketball training for kids,22202
Just Us Nation Basketball,"
2260 Alice Ave Activity Center, Oxon Hill, MD 20745","
justusnationbball.org","
(240) 437-4979",,,38.9048213,-77.6284585,basketball training for kids,22202
Elevate Kids Basketball Training and Gym,"
8382 Terminal Rd Unit E, Lorton, VA 22079","
elevatesportstraining.com","
(703) 314-1688",,,38.9048213,-77.6284585,basketball training for kids,22202
Randall Recreation Center,"
S Capitol St SW & I St SW, 820 South Capitol St SE, Washington, DC 20024","
dpr.dc.gov","
(202) 554-6973",,,38.9048213,-77.6284585,basketball training for kids,22202
Charles Houston Recreation Center,"
901 Wythe St, Alexandria, VA 22314","
alexandriava.gov","
(703) 746-5552",,,38.9048213,-77.6284585,basketball training for kids,22202
Casual Adventure Outfitters,"
3451 Washington Blvd, Arlington, VA 22201","
casualadventure.com","
(703) 527-0600",,,38.9048213,-77.6284585,basketball training for kids,22202
SP8 Ball Training,"
7409 Lockport Pl, Lorton, VA 22079","
sp8balltraining.com","
(703) 887-3986",,,38.9048213,-77.6284585,basketball training for kids,22202
Dawson Terrace Community Center,"
2133 N Taft St, Arlington, VA 22201","
arlingtonva.us","
(703) 228-5725",,,38.9048213,-77.6284585,basketball training for kids,22202
Nannie J Lee Memorial Recreation Center,"
1108 Jefferson St, Alexandria, VA 22314","
alexandriava.gov","
(703) 746-5550",,,38.9048213,-77.6284585,basketball training for kids,22202
"i9 Sports Southwest Fairfax County, VA",,"
i9sports.com","
(703) 740-0093",,,38.9048213,-77.6284585,basketball training for kids,22202
Guy Mason Recreation Center,"
3600 Calvert St NW, Washington, DC 20007","
dpr.dc.gov","
(202) 727-7736",,,38.9048213,-77.6284585,basketball training for kids,22202
Nova Fencing and Archery Club,"
3505 Carlin Springs Rd, Falls Church, VA 22041","
novafencingclub.com","
(703) 999-8077",,,38.9048213,-77.6284585,basketball training for kids,22202
MedStar Capitals Iceplex,"
627 N Glebe Rd SUITE 800, Arlington, VA 22203","
medstarcapitalsiceplex.com","
(571) 224-0555",,,38.9048213,-77.6284585,basketball training for kids,22202
Onelife Fitness - Skyline,"
5115 Leesburg Pike, Falls Church, VA 22041","
onelifefitness.com","
(703) 820-4100",,,38.9048213,-77.6284585,basketball training for kids,22202
Goldfish Swim School - Alexandria,"
3155-B Duke St, Alexandria, VA 22314","
goldfishswimschool.com","
(703) 844-2818",,,38.9048213,-77.6284585,basketball training for kids,22202
DC SCORES,"
1140 Connecticut Ave NW #1200, Washington, DC 20036","
dcscores.org","
(202) 393-6999",,,38.9048213,-77.6284585,basketball training for kids,22202
Quincy Park,"
1021 N Quincy St, Arlington, VA 22201","
arlingtonva.us","
(703) 228-6525",,,38.9048213,-77.6284585,basketball training for kids,22202
Eugene Simpson Stadium Park,"
426 E Monroe Ave, Alexandria, VA 22301","
alexandriava.gov","
(703) 746-5492",,,38.9048213,-77.6284585,basketball training for kids,22202
Hayes Park,"
1516 N Lincoln St, Arlington, VA 22201","
arlingtonva.us","
(703) 228-6525",,,38.9048213,-77.6284585,basketball training for kids,22202
Harry Thomas Recreation Center,"
1743 Lincoln Rd NE, Washington, DC 20002","
dpr.dc.gov","
(202) 576-5642",,,38.9048213,-77.6284585,basketball training for kids,22202
Capstone Performance Training - Falls Church,"
444 W Broad St ste b, Falls Church, VA 22046","
capstoneperformancetraining.com","
(703) 914-3591",,,38.9048213,-77.6284585,basketball training for kids,22202
Parklawn Pool,"
6011 Crater Pl, Alexandria, VA 22312","
parklawnpool.org","
(571) 447-9461",,,38.9048213,-77.6284585,basketball training for kids,22202
Onelife Fitness - Ballston,"
4238 Wilson Blvd, Arlington, VA 22203","
onelifefitness.com","
(703) 816-8800",,,38.9048213,-77.6284585,basketball training for kids,22202
